Order_Date,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
8/13/13,4/9/13,9500,154.06,90.93
9/16/15,9/29/15,1946,255.28,159.42
7/15/12,7/28/12,8709,205.7,117.11
10/24/16,11/18/16,1669,9.33,6.92
8/1/12,1/26/12,4737,152.58,97.44
12/10/16,1/12/16,8856,9.33,6.92
2/12/12,10/1/13,6999,109.28,35.84
5/31/17,7/15/17,9171,81.73,56.67
4/6/10,7/13/10,7408,109.28,35.84
2/11/14,3/12/14,778,651.21,524.96
9/27/16,11/11/16,379,651.21,524.96
8/23/14,2/10/14,4342,152.58,97.44
10/9/15,10/23/15,2826,9.33,6.92
9/27/16,10/13/16,3025,81.73,56.67
9/16/15,10/22/15,4163,154.06,90.93
5/14/15,5/31/15,2493,9.33,6.92
12/21/11,1/28/12,6303,81.73,56.67
3/18/14,3/31/14,909,255.28,159.42
9/9/16,2/10/16,3661,668.27,502.54
4/19/11,5/24/11,8938,255.28,159.42
10/9/13,11/10/13,3151,255.28,159.42
8/2/14,9/3/14,9743,47.45,31.79
5/28/11,9/6/11,4187,668.27,502.54
11/14/16,11/15/16,8989,9.33,6.92
7/29/12,8/28/12,8684,81.73,56.67
9/20/15,12/10/15,4839,651.21,524.96
4/13/14,4/24/14,1054,421.89,364.69
3/28/16,4/20/16,7958,651.21,524.96
6/27/15,10/8/15,8213,668.27,502.54
8/10/10,11/27/10,1510,47.45,31.79
1/16/17,2/14/17,9573,651.21,524.96
4/4/16,12/4/16,1158,421.89,364.69
2/19/14,3/21/14,7051,421.89,364.69
8/9/13,9/28/13,5068,421.89,364.69
5/30/11,6/21/11,5058,81.73,56.67
3/21/16,6/4/16,3902,47.45,31.79
5/24/15,9/7/15,510,437.2,263.33
12/3/16,4/23/16,825,651.21,524.96
10/22/11,11/12/11,2821,154.06,90.93
1/6/15,3/6/15,1502,668.27,502.54
12/22/10,9/2/11,3904,255.28,159.42
3/1/10,1/23/10,4095,47.45,31.79
7/14/17,1/8/17,8174,152.58,97.44
2/17/13,3/16/13,9270,437.2,263.33
4/24/15,10/6/15,2544,437.2,263.33
2/17/17,5/3/17,190,437.2,263.33
9/24/12,10/30/12,6430,9.33,6.92
3/27/16,12/5/16,2519,421.89,364.69
7/19/12,6/9/12,1744,47.45,31.79
2/21/14,3/29/14,4421,651.21,524.96
1/11/11,12/11/11,2901,152.58,97.44
10/6/16,6/27/16,6561,255.28,159.42
2/15/17,2/26/17,6815,651.21,524.96
6/22/15,7/29/15,2103,47.45,31.79
2/18/14,2/18/14,2900,152.58,97.44
1/15/13,6/3/13,6710,152.58,97.44
9/3/13,4/21/13,3070,255.28,159.42
3/11/12,11/30/12,8547,152.58,97.44
8/5/11,5/21/11,1739,421.89,364.69
11/23/12,11/23/12,8277,437.2,263.33
1/3/15,2/3/15,5821,109.28,35.84
10/2/13,2/25/13,9065,651.21,524.96
4/5/10,11/5/10,4731,47.45,31.79
4/19/15,5/17/15,6575,9.33,6.92
11/10/14,11/25/14,382,47.45,31.79
7/29/15,6/8/15,8970,152.58,97.44
5/25/10,3/7/10,7188,651.21,524.96
12/17/11,1/26/12,6916,154.06,90.93
4/25/11,5/24/11,2064,152.58,97.44
10/12/11,12/25/11,3576,651.21,524.96
10/24/10,10/11/10,4424,437.2,263.33
4/28/17,10/6/17,4613,81.73,56.67
8/23/11,6/9/11,6181,81.73,56.67
8/26/16,7/10/16,8193,9.33,6.92
11/15/10,3/1/11,1749,421.89,364.69
12/7/15,8/27/15,4979,154.06,90.93
1/17/15,1/24/15,8044,651.21,524.96
8/11/13,12/26/13,8135,81.73,56.67
11/6/17,7/24/17,4478,651.21,524.96
9/6/13,6/15/13,3326,668.27,502.54
3/31/13,4/16/13,2966,421.89,364.69
5/29/10,8/7/10,8715,668.27,502.54
2/9/14,7/9/14,7922,154.06,90.93
7/5/10,8/6/10,4966,152.58,97.44
7/2/13,3/28/13,6259,9.33,6.92
4/3/13,3/30/13,5244,109.28,35.84
12/25/16,10/2/17,7393,154.06,90.93
10/2/13,3/13/13,5212,205.7,117.11
11/29/13,12/12/13,3237,668.27,502.54
11/13/13,11/28/13,3035,255.28,159.42
9/2/16,3/3/16,8205,109.28,35.84
6/16/13,6/26/13,9377,668.27,502.54
12/16/14,1/1/15,9211,205.7,117.11
10/15/11,10/28/11,7401,668.27,502.54
4/29/11,10/6/11,5670,109.28,35.84
8/31/10,9/30/10,2772,109.28,35.84
7/14/15,7/29/15,9495,668.27,502.54
10/15/13,11/13/13,3654,255.28,159.42
1/28/17,9/2/17,5100,81.73,56.67
9/8/11,9/23/11,711,421.89,364.69
4/12/14,12/24/14,9400,109.28,35.84
5/8/11,8/26/11,7107,205.7,117.11
4/7/17,8/14/17,1808,154.06,90.93
7/24/15,7/8/15,8506,9.33,6.92
5/6/12,7/13/12,4239,651.21,524.96
1/23/12,9/3/12,3073,154.06,90.93
11/26/11,2/1/12,1106,651.21,524.96
3/4/14,5/20/14,1470,9.33,6.92
11/25/14,12/21/14,9324,47.45,31.79
6/25/14,6/7/14,6862,109.28,35.84
9/14/14,9/20/14,8307,47.45,31.79
7/19/14,6/9/14,4914,421.89,364.69
1/23/14,6/3/14,9969,651.21,524.96
7/29/10,8/25/10,3789,109.28,35.84
1/18/10,1/26/10,8724,205.7,117.11
9/24/15,10/22/15,4152,651.21,524.96
10/10/16,11/23/16,1485,154.06,90.93
10/10/14,11/28/14,9166,651.21,524.96
5/18/12,7/7/12,7668,437.2,263.33
2/2/17,3/18/17,4496,437.2,263.33
4/10/14,11/13/14,9186,668.27,502.54
3/24/11,4/28/11,8305,255.28,159.42
5/30/13,8/7/13,453,651.21,524.96
8/5/10,10/5/10,1258,255.28,159.42
11/15/14,12/22/14,8383,109.28,35.84
5/14/14,6/26/14,6519,152.58,97.44
6/6/12,11/7/12,2390,47.45,31.79
6/7/17,7/19/17,9751,255.28,159.42
5/29/16,7/13/16,4389,109.28,35.84
11/29/15,12/31/15,9120,47.45,31.79
4/21/16,3/6/16,8793,255.28,159.42
2/25/15,3/29/15,5288,81.73,56.67
1/31/11,2/18/11,2516,47.45,31.79
2/24/15,4/3/15,1420,668.27,502.54
9/30/16,10/22/16,4973,152.58,97.44
2/17/10,7/3/10,3181,109.28,35.84
1/5/13,5/19/13,8078,421.89,364.69
5/16/11,6/16/11,8733,437.2,263.33
1/19/13,2/19/13,6244,668.27,502.54
11/19/16,12/18/16,8742,47.45,31.79
11/15/14,11/15/14,6386,668.27,502.54
11/6/11,6/18/11,6371,109.28,35.84
1/30/12,2/26/12,7918,109.28,35.84
12/27/11,1/19/12,7284,9.33,6.92
12/30/14,1/23/15,2754,668.27,502.54
8/25/14,10/10/14,9645,81.73,56.67
2/13/13,2/3/13,5307,437.2,263.33
11/6/17,6/17/17,4119,152.58,97.44
12/28/12,12/2/13,2493,668.27,502.54
9/16/12,9/18/12,3870,152.58,97.44
6/20/15,6/29/15,3724,154.06,90.93
5/26/17,4/7/17,4561,205.7,117.11
9/21/15,10/14/15,916,47.45,31.79
6/28/12,3/8/12,4356,152.58,97.44
10/31/10,12/11/10,8481,9.33,6.92
2/23/11,3/22/11,3921,205.7,117.11
11/26/14,11/12/14,3335,668.27,502.54
12/4/13,4/17/13,6418,668.27,502.54
8/26/13,9/29/13,4891,154.06,90.93
12/2/13,12/3/13,7511,205.7,117.11
5/26/17,6/25/17,5064,437.2,263.33
5/13/14,5/29/14,5366,668.27,502.54
8/25/15,9/25/15,8267,668.27,502.54
12/1/15,1/13/15,646,154.06,90.93
6/12/14,12/30/14,1414,421.89,364.69
1/14/15,12/2/15,6514,255.28,159.42
9/2/16,2/20/16,3920,81.73,56.67
6/3/16,10/3/16,8636,205.7,117.11
10/5/14,5/15/14,7699,47.45,31.79
2/8/14,9/20/14,5175,47.45,31.79
4/27/14,5/30/14,7164,9.33,6.92
7/11/15,12/22/15,6795,651.21,524.96
12/18/14,1/20/15,9229,109.28,35.84
4/21/12,5/27/12,6660,81.73,56.67
2/23/17,2/27/17,3310,152.58,97.44
1/5/13,5/30/13,435,109.28,35.84
1/19/16,1/2/16,1319,437.2,263.33
1/20/15,7/3/15,6282,9.33,6.92
4/23/16,5/26/16,7672,81.73,56.67
6/28/15,7/15/15,4868,205.7,117.11
11/24/16,11/28/16,9281,154.06,90.93
7/20/14,8/27/14,9354,205.7,117.11
5/2/11,4/3/11,5561,668.27,502.54
1/15/14,1/30/14,5407,109.28,35.84
10/20/16,3/11/16,8427,421.89,364.69
1/2/10,2/21/10,1189,651.21,524.96
11/12/15,1/23/16,2291,421.89,364.69
6/11/15,9/12/15,7364,255.28,159.42
1/20/15,1/21/15,4069,47.45,31.79
4/2/16,3/24/16,7098,154.06,90.93
12/29/14,7/2/15,3174,205.7,117.11
8/17/12,12/9/12,6053,255.28,159.42
10/12/10,1/1/11,1520,109.28,35.84
9/20/16,10/23/16,2394,437.2,263.33
10/2/15,7/3/15,3522,109.28,35.84
3/31/11,3/4/11,6785,255.28,159.42
4/29/11,4/6/11,6093,154.06,90.93
4/4/11,5/5/11,2390,437.2,263.33
2/8/15,8/8/15,8648,668.27,502.54
12/26/10,1/17/11,4873,437.2,263.33
1/7/15,8/20/15,3100,668.27,502.54
2/18/14,8/4/14,2398,154.06,90.93
9/15/15,10/27/15,3864,205.7,117.11
2/22/11,5/4/11,5629,109.28,35.84
5/3/15,3/26/15,7854,437.2,263.33
1/27/17,3/14/17,7731,437.2,263.33
6/10/14,11/15/14,4483,437.2,263.33
3/1/11,1/21/11,4367,255.28,159.42
3/21/17,3/30/17,5667,255.28,159.42
10/17/11,11/15/11,3701,668.27,502.54
1/18/12,1/24/12,5818,9.33,6.92
10/6/17,6/19/17,6397,205.7,117.11
8/5/13,5/28/13,1851,154.06,90.93
9/21/12,9/27/12,5620,205.7,117.11
3/6/14,3/6/14,3180,651.21,524.96
3/8/14,8/28/14,7034,9.33,6.92
7/6/10,6/19/10,1719,651.21,524.96
2/8/11,7/9/11,8802,109.28,35.84
8/8/13,7/9/13,1883,255.28,159.42
11/18/16,9/12/16,1589,109.28,35.84
4/28/15,11/6/15,584,421.89,364.69
3/30/15,4/24/15,8559,152.58,97.44
6/14/16,6/17/16,7238,205.7,117.11
1/17/16,1/22/16,5376,668.27,502.54
3/3/12,3/25/12,3758,109.28,35.84
5/31/15,2/7/15,203,421.89,364.69
10/9/14,7/10/14,4559,255.28,159.42
5/13/11,6/19/11,3705,651.21,524.96
5/30/15,4/6/15,6554,651.21,524.96
5/19/11,2/6/11,9046,205.7,117.11
7/3/15,3/16/15,9157,255.28,159.42
9/4/17,1/5/17,1891,205.7,117.11
3/10/16,4/10/16,4283,109.28,35.84
5/1/10,4/2/10,402,668.27,502.54
3/17/17,3/25/17,6346,437.2,263.33
6/5/10,5/26/10,5245,152.58,97.44
3/7/15,7/20/15,2260,152.58,97.44
8/8/10,9/15/10,9583,421.89,364.69
6/29/12,7/30/12,1438,152.58,97.44
3/8/12,11/9/12,9080,205.7,117.11
8/12/10,12/20/10,5795,205.7,117.11
7/6/12,7/21/12,1900,152.58,97.44
6/22/15,7/29/15,9745,437.2,263.33
9/22/15,10/26/15,8708,47.45,31.79
6/30/17,12/8/17,202,81.73,56.67
10/19/14,10/25/14,2668,47.45,31.79
4/16/10,5/18/10,6580,651.21,524.96
6/19/11,5/7/11,9443,81.73,56.67
2/10/11,10/19/11,793,81.73,56.67
12/28/16,1/30/17,7197,255.28,159.42
5/19/11,6/13/11,7255,109.28,35.84
1/4/14,12/5/14,6596,9.33,6.92
9/17/15,10/31/15,2880,154.06,90.93
9/21/10,10/24/10,802,205.7,117.11
6/16/10,9/7/10,7083,651.21,524.96
10/16/15,2/11/15,5479,437.2,263.33
8/7/13,6/8/13,1777,255.28,159.42
7/6/10,6/19/10,8793,668.27,502.54
5/23/14,6/28/14,1376,668.27,502.54
5/20/15,5/22/15,1407,81.73,56.67
1/15/12,2/16/12,2795,152.58,97.44
5/30/15,6/30/15,6484,109.28,35.84
11/23/14,11/12/14,5448,668.27,502.54
4/25/12,4/29/12,9690,109.28,35.84
7/24/10,2/8/10,1248,255.28,159.42
5/15/17,6/28/17,9188,109.28,35.84
4/4/11,5/5/11,4609,668.27,502.54
6/13/13,7/15/13,5642,109.28,35.84
12/13/15,3/1/16,2446,152.58,97.44
10/8/15,8/21/15,2216,668.27,502.54
6/5/10,5/6/10,4174,152.58,97.44
3/7/10,8/13/10,4574,255.28,159.42
5/5/12,5/27/12,1704,421.89,364.69
12/24/16,2/2/17,881,47.45,31.79
12/6/11,6/7/11,9453,651.21,524.96
4/5/10,6/14/10,1801,421.89,364.69
9/3/14,3/31/14,4334,437.2,263.33
3/17/13,4/24/13,496,81.73,56.67
6/11/13,11/26/13,5761,109.28,35.84
3/31/12,9/5/12,2633,81.73,56.67
9/3/13,7/4/13,5648,205.7,117.11
2/26/11,11/3/11,6374,47.45,31.79
5/11/16,1/12/16,8409,152.58,97.44
9/7/15,8/21/15,2383,421.89,364.69
3/19/16,8/5/16,958,651.21,524.96
9/2/10,4/3/10,3825,437.2,263.33
2/26/12,2/26/12,2709,205.7,117.11
11/14/11,11/24/11,6365,651.21,524.96
12/26/14,7/2/15,5577,421.89,364.69
6/12/16,12/31/16,8165,81.73,56.67
3/17/14,3/18/14,3975,81.73,56.67
9/27/15,11/16/15,9890,81.73,56.67
11/5/16,5/26/16,4818,421.89,364.69
9/10/15,7/11/15,4704,154.06,90.93
9/22/14,10/27/14,7519,81.73,56.67
7/4/11,4/25/11,8270,9.33,6.92
1/22/12,2/16/12,3993,668.27,502.54
6/27/13,6/8/13,8755,81.73,56.67
12/30/12,10/1/13,8654,154.06,90.93
11/19/12,12/14/12,6820,421.89,364.69
6/7/16,6/8/16,8415,437.2,263.33
11/12/16,12/28/16,5630,668.27,502.54
11/20/15,12/26/15,2691,205.7,117.11
4/27/12,5/23/12,850,668.27,502.54
11/14/13,12/24/13,3395,437.2,263.33
4/15/10,4/5/10,643,109.28,35.84
9/2/15,2/27/15,4943,255.28,159.42
6/6/16,5/7/16,5674,47.45,31.79
12/29/10,7/1/11,4248,255.28,159.42
10/7/15,12/7/15,9106,255.28,159.42
11/7/17,7/26/17,723,154.06,90.93
7/12/16,1/20/17,6604,421.89,364.69
9/29/14,11/16/14,6284,152.58,97.44
10/17/16,11/11/16,6331,668.27,502.54
10/11/14,12/15/14,5344,9.33,6.92
2/13/13,12/3/13,8952,668.27,502.54
2/11/16,11/15/16,4817,47.45,31.79
5/25/13,9/7/13,7631,205.7,117.11
12/20/13,1/24/14,4117,255.28,159.42
8/11/11,12/14/11,8031,421.89,364.69
7/27/16,9/8/16,5159,651.21,524.96
10/3/12,3/30/12,8317,154.06,90.93
2/22/14,3/18/14,2356,109.28,35.84
3/6/12,3/7/12,9154,651.21,524.96
3/24/13,3/29/13,2622,421.89,364.69
6/18/12,6/26/12,3704,668.27,502.54
4/9/14,9/13/14,5372,152.58,97.44
12/2/14,2/26/14,7632,421.89,364.69
2/9/13,10/20/13,2520,81.73,56.67
4/7/13,7/22/13,9103,9.33,6.92
9/11/14,12/27/14,8479,651.21,524.96
3/24/16,5/13/16,8779,255.28,159.42
12/3/17,4/29/17,164,109.28,35.84
12/8/14,8/17/14,9826,651.21,524.96
12/21/13,8/2/14,6989,668.27,502.54
6/21/10,3/8/10,7907,205.7,117.11
7/7/15,7/21/15,867,437.2,263.33
1/26/15,2/25/15,1187,154.06,90.93
4/26/11,5/15/11,6214,152.58,97.44
4/14/11,4/14/11,329,205.7,117.11
6/29/15,2/7/15,9942,437.2,263.33
2/3/14,4/20/14,8497,9.33,6.92
1/10/13,10/18/13,1467,437.2,263.33
5/20/10,6/20/10,1356,437.2,263.33
1/6/16,6/25/16,2701,47.45,31.79
3/13/11,3/31/11,7070,9.33,6.92
12/27/12,12/27/12,8060,47.45,31.79
8/18/14,9/30/14,6302,421.89,364.69
3/1/10,6/2/10,4457,81.73,56.67
7/1/13,2/25/13,2217,109.28,35.84
11/25/15,12/22/15,1306,437.2,263.33
9/29/15,12/11/15,479,651.21,524.96
9/13/10,10/24/10,521,421.89,364.69
9/5/11,6/25/11,9251,152.58,97.44
3/14/14,3/17/14,6517,9.33,6.92
5/1/13,2/15/13,9199,255.28,159.42
3/19/10,3/21/10,6208,152.58,97.44
1/22/13,12/2/13,3486,109.28,35.84
9/30/14,9/11/14,9006,651.21,524.96
4/20/13,2/6/13,7775,81.73,56.67
5/28/15,6/24/15,6828,109.28,35.84
7/6/17,5/7/17,232,109.28,35.84
10/31/16,12/12/16,4086,109.28,35.84
11/25/15,1/12/15,1520,9.33,6.92
4/6/10,6/26/10,7695,81.73,56.67
9/3/16,4/4/16,4803,255.28,159.42
6/3/12,3/24/12,7068,421.89,364.69
11/7/12,8/21/12,5745,651.21,524.96
11/4/17,5/26/17,4121,651.21,524.96
8/3/16,3/30/16,2511,109.28,35.84
3/20/15,4/16/15,3266,255.28,159.42
1/15/10,1/17/10,5765,205.7,117.11
7/14/12,7/18/12,1418,81.73,56.67
9/19/16,10/15/16,8669,9.33,6.92
3/2/10,1/3/10,7992,651.21,524.96
4/22/15,4/22/15,6890,668.27,502.54
8/21/10,8/28/10,4900,9.33,6.92
1/27/17,3/13/17,8590,668.27,502.54
3/29/11,4/21/11,6557,47.45,31.79
6/20/12,7/31/12,4433,9.33,6.92
11/13/10,11/24/10,9878,668.27,502.54
7/18/16,8/22/16,7584,437.2,263.33
5/19/10,6/13/10,4276,668.27,502.54
12/18/15,1/21/16,3708,205.7,117.11
10/7/12,5/8/12,1665,255.28,159.42
3/6/14,9/6/14,967,437.2,263.33
5/16/14,6/26/14,6460,205.7,117.11
5/7/17,9/8/17,26,651.21,524.96
11/21/14,11/28/14,5574,651.21,524.96
7/25/17,9/8/17,4048,668.27,502.54
7/12/14,3/1/15,8422,9.33,6.92
5/23/16,5/26/16,8699,651.21,524.96
3/4/17,4/17/17,6917,154.06,90.93
12/2/10,3/3/10,2142,255.28,159.42
10/5/11,6/22/11,5474,154.06,90.93
11/27/11,12/1/12,5042,651.21,524.96
6/5/11,9/5/11,1007,109.28,35.84
3/2/14,3/3/14,561,154.06,90.93
3/7/10,8/18/10,2929,668.27,502.54
11/29/10,12/20/10,4365,421.89,364.69
2/8/11,5/9/11,3155,255.28,159.42
8/19/13,6/10/13,4617,255.28,159.42
8/30/11,12/10/11,6099,421.89,364.69
9/13/12,10/21/12,1982,47.45,31.79
9/4/17,4/21/17,8675,154.06,90.93
7/8/15,9/13/15,9623,255.28,159.42
2/15/14,3/30/14,298,152.58,97.44
7/24/16,7/25/16,3204,47.45,31.79
7/18/12,4/9/12,2880,47.45,31.79
9/17/11,9/19/11,891,152.58,97.44
7/3/17,9/3/17,836,437.2,263.33
3/19/14,9/4/14,3346,109.28,35.84
6/11/11,12/23/11,1081,255.28,159.42
5/27/16,5/30/16,3733,421.89,364.69
7/19/12,8/19/12,3027,421.89,364.69
7/7/12,12/7/12,7718,81.73,56.67
6/18/14,6/7/14,8591,668.27,502.54
10/27/13,12/13/13,3463,9.33,6.92
8/30/14,3/10/14,2184,437.2,263.33
6/10/10,10/16/10,1633,81.73,56.67
10/2/12,2/29/12,722,154.06,90.93
10/29/10,9/12/10,5393,154.06,90.93
3/29/15,4/20/15,3619,154.06,90.93
10/25/15,10/12/15,405,205.7,117.11
8/27/11,3/9/11,2788,205.7,117.11
4/13/14,5/27/14,4834,205.7,117.11
7/27/13,7/28/13,2643,9.33,6.92
10/25/11,11/11/11,9345,9.33,6.92
5/19/12,6/30/12,100,9.33,6.92
11/27/15,9/12/15,7101,421.89,364.69
8/7/16,7/8/16,4571,437.2,263.33
3/15/13,4/18/13,3766,154.06,90.93
1/8/13,8/30/13,7971,47.45,31.79
12/26/14,12/30/14,7504,255.28,159.42
10/19/15,3/11/15,4714,437.2,263.33
11/9/11,9/15/11,8980,421.89,364.69
7/21/14,8/17/14,1714,651.21,524.96
10/24/10,11/22/10,1358,668.27,502.54
9/14/10,9/29/10,8385,668.27,502.54
2/24/14,3/31/14,301,255.28,159.42
7/29/14,12/9/14,6641,47.45,31.79
3/4/10,5/16/10,3973,109.28,35.84
1/9/15,10/10/15,896,109.28,35.84
4/15/12,5/19/12,3039,255.28,159.42
10/12/12,1/17/13,8064,81.73,56.67
5/8/12,8/8/12,663,421.89,364.69
1/11/14,12/14/14,7560,81.73,56.67
12/21/12,12/30/12,2509,152.58,97.44
9/7/16,7/25/16,1297,109.28,35.84
2/15/17,7/3/17,6741,437.2,263.33
1/26/15,2/3/15,3689,81.73,56.67
6/30/15,7/18/15,4022,81.73,56.67
8/1/17,2/14/17,1651,421.89,364.69
7/26/15,9/14/15,7518,47.45,31.79
8/31/15,9/24/15,4597,109.28,35.84
7/27/11,8/15/11,2892,81.73,56.67
9/28/13,6/10/13,4439,9.33,6.92
10/10/14,11/29/14,8307,47.45,31.79
11/26/15,12/12/15,5594,421.89,364.69
8/19/15,8/9/15,4429,47.45,31.79
7/15/13,8/21/13,4974,255.28,159.42
1/17/14,2/14/14,4421,421.89,364.69
1/29/15,2/18/15,1994,47.45,31.79
10/29/11,11/27/11,3948,255.28,159.42
9/14/15,10/15/15,8568,205.7,117.11
1/9/12,10/15/12,1173,109.28,35.84
6/24/12,8/8/12,9110,9.33,6.92
4/8/14,6/8/14,6760,47.45,31.79
12/14/11,2/2/12,534,109.28,35.84
3/7/17,5/7/17,3874,205.7,117.11
12/21/14,5/2/15,2253,109.28,35.84
8/23/15,12/10/15,8178,152.58,97.44
9/21/16,9/11/16,6183,437.2,263.33
12/9/12,9/26/12,7837,421.89,364.69
10/4/14,5/13/14,6737,81.73,56.67
9/4/14,7/5/14,3514,205.7,117.11
2/27/14,5/4/14,829,421.89,364.69
8/9/12,10/14/12,8375,651.21,524.96
3/29/17,10/4/17,7874,255.28,159.42
2/5/17,6/16/17,8082,152.58,97.44
2/15/11,9/3/11,9785,205.7,117.11
5/10/16,10/30/16,800,152.58,97.44
7/8/15,9/19/15,976,9.33,6.92
7/22/16,7/30/16,7193,154.06,90.93
6/25/14,8/7/14,8362,255.28,159.42
8/20/16,9/29/16,425,437.2,263.33
3/16/16,4/18/16,1356,421.89,364.69
3/24/11,4/19/11,6160,152.58,97.44
12/12/15,12/27/15,1872,81.73,56.67
8/8/11,9/14/11,2562,81.73,56.67
12/10/10,11/20/10,4326,255.28,159.42
11/10/15,10/16/15,295,651.21,524.96
10/23/14,1/12/14,5630,205.7,117.11
4/2/16,1/3/16,2523,9.33,6.92
3/10/13,10/21/13,5199,47.45,31.79
10/5/14,5/15/14,4911,651.21,524.96
5/13/10,6/23/10,4947,81.73,56.67
4/4/14,4/18/14,5622,651.21,524.96
7/11/16,8/12/16,9287,81.73,56.67
10/27/13,11/30/13,5321,205.7,117.11
1/15/17,12/2/17,5135,651.21,524.96
12/15/12,12/24/12,7171,9.33,6.92
10/15/11,11/17/11,1903,205.7,117.11
6/19/13,6/8/13,6837,421.89,364.69
1/6/11,10/6/11,1507,668.27,502.54
6/24/11,12/7/11,2482,205.7,117.11
12/29/12,1/31/13,8360,109.28,35.84
7/31/12,4/8/12,4771,255.28,159.42
6/29/15,11/8/15,9376,109.28,35.84
8/9/16,10/28/16,6867,255.28,159.42
11/3/12,4/19/12,3969,109.28,35.84
6/16/10,6/28/10,4436,109.28,35.84
2/6/13,8/7/13,4054,668.27,502.54
9/23/12,4/10/12,5640,154.06,90.93
3/30/16,7/4/16,4044,9.33,6.92
12/14/13,1/13/14,1144,47.45,31.79
1/22/12,8/3/12,853,152.58,97.44
1/14/14,1/25/14,4113,9.33,6.92
12/11/16,12/31/16,3896,421.89,364.69
10/16/14,10/30/14,209,47.45,31.79
12/9/10,12/10/10,5087,154.06,90.93
1/5/12,8/5/12,7597,255.28,159.42
7/5/13,5/24/13,8839,152.58,97.44
3/4/12,4/26/12,6942,109.28,35.84
3/15/16,3/5/16,2067,651.21,524.96
6/22/14,6/28/14,1407,109.28,35.84
7/21/12,8/14/12,4185,154.06,90.93
3/19/13,2/4/13,6656,668.27,502.54
9/19/12,9/26/12,7106,154.06,90.93
6/3/12,3/23/12,853,109.28,35.84
9/10/13,2/11/13,5246,9.33,6.92
12/15/16,1/31/17,4663,205.7,117.11
5/9/14,9/19/14,5517,154.06,90.93
4/23/12,10/6/12,1249,9.33,6.92
4/17/16,5/15/16,7334,109.28,35.84
3/13/15,8/4/15,6276,47.45,31.79
10/19/13,11/16/13,2612,421.89,364.69
2/28/14,4/3/14,7908,651.21,524.96
2/11/11,12/13/11,5763,437.2,263.33
10/19/14,10/31/14,6808,668.27,502.54
11/12/16,12/16/16,3703,9.33,6.92
7/1/17,2/22/17,6141,421.89,364.69
1/11/14,11/24/14,5845,109.28,35.84
1/21/15,2/2/15,1571,651.21,524.96
1/11/15,6/11/15,4104,81.73,56.67
8/8/12,8/9/12,1262,668.27,502.54
3/1/17,2/2/17,2893,421.89,364.69
3/4/15,7/5/15,5877,154.06,90.93
4/29/17,3/6/17,9126,47.45,31.79
7/5/15,5/23/15,8582,437.2,263.33
1/26/10,2/16/10,2218,152.58,97.44
7/9/14,12/10/14,5039,109.28,35.84
2/21/13,2/23/13,4082,154.06,90.93
12/19/16,12/28/16,3414,9.33,6.92
1/13/16,1/16/16,9133,47.45,31.79
8/21/12,12/9/12,4370,152.58,97.44
2/21/10,7/3/10,4285,205.7,117.11
3/10/16,10/22/16,1071,437.2,263.33
6/20/11,7/26/11,8952,47.45,31.79
12/24/15,12/29/15,9181,109.28,35.84
11/3/15,11/4/15,5047,651.21,524.96
1/1/14,3/1/14,6865,255.28,159.42
10/22/10,11/16/10,6985,437.2,263.33
3/6/16,7/15/16,4787,152.58,97.44
6/6/12,6/13/12,1680,81.73,56.67
7/28/15,8/14/15,6109,205.7,117.11
6/5/13,4/6/13,8547,109.28,35.84
4/4/13,12/5/13,6497,9.33,6.92
4/20/16,4/23/16,9498,668.27,502.54
5/3/13,3/27/13,4115,81.73,56.67
10/18/10,10/23/10,8948,255.28,159.42
7/5/13,9/5/13,9627,437.2,263.33
10/12/10,5/1/11,3812,255.28,159.42
6/9/13,9/30/13,6196,109.28,35.84
9/1/10,1/22/10,3503,255.28,159.42
12/26/15,8/2/16,9487,152.58,97.44
10/16/10,11/18/10,9935,152.58,97.44
5/19/16,6/20/16,7664,109.28,35.84
4/26/10,5/5/10,7523,205.7,117.11
11/19/12,8/12/12,1391,421.89,364.69
2/20/15,3/24/15,3180,9.33,6.92
12/26/12,12/28/12,3832,47.45,31.79
12/20/10,12/21/10,6321,421.89,364.69
11/29/10,5/1/11,651,651.21,524.96
9/14/15,10/15/15,8859,81.73,56.67
12/5/10,6/25/10,12,154.06,90.93
8/4/11,5/25/11,5209,154.06,90.93
4/12/16,7/12/16,2579,668.27,502.54
9/10/11,11/16/11,2284,255.28,159.42
5/16/15,5/29/15,1517,9.33,6.92
2/7/10,6/7/10,9500,47.45,31.79
1/28/15,2/25/15,2489,81.73,56.67
3/17/10,3/28/10,8769,109.28,35.84
2/28/12,3/18/12,3659,255.28,159.42
7/15/15,8/17/15,4506,651.21,524.96
3/21/12,8/4/12,5691,651.21,524.96
4/21/10,4/28/10,3625,205.7,117.11
1/3/15,3/21/15,1750,668.27,502.54
7/7/10,8/14/10,5540,255.28,159.42
3/23/15,4/23/15,7500,9.33,6.92
8/5/11,6/13/11,2165,205.7,117.11
5/2/16,2/27/16,1104,421.89,364.69
12/6/17,10/7/17,7915,255.28,159.42
10/21/15,11/15/15,3227,651.21,524.96
8/18/12,8/20/12,9702,437.2,263.33
2/4/14,7/5/14,7033,109.28,35.84
11/25/12,6/12/12,6942,81.73,56.67
1/4/13,9/4/13,8185,205.7,117.11
10/6/13,6/26/13,1548,154.06,90.93
